"NET_offtake_y","NET_offtake_m","NET_offtake_m2","NET_offtake_f","mortality_y","mortality_a","birth_rate","adu_f_max_yrs","adu_m_max_yrs","min_age_offtake","min_age_repro","prof"
0,0.276905711102771,0.902797359280981,0.272794129556173,0.241096009616565,0.193231894227583,1.67778255667902,7.48656231260858,3.40985916957259,12.0029606415424,16.1346158957277,"oc.goat.aridP"
0,0.305143470020546,0.918591382093797,0.310689346969413,0.238140234539052,0.161828891491797,1.55692580582696,10.7215294140845,4.04957404786628,13.5590565418371,15.3030056607307,"oc.goat.aridP"
0,0.291872869623493,0.927007808128389,0.305576263214607,0.158732536008058,0.0802708582357131,1.36020006992749,9.18362122571445,4.13414867645735,10.3089237087138,16.4652226327885,"oc.goat.aridP"
0,0.338693947790592,0.794604744864255,0.279978902717028,0.375981848272204,0.109719841243671,1.61616921461608,9.06913070533308,3.85921613845229,9.52273383530788,16.5636905867473,"oc.goat.aridP"
0,0.277086145652231,0.925704403281282,0.293074876062817,0.239483335854718,0.110148430866925,1.47804463447786,11.1643190990132,3.65376506182225,10.0304707486031,16.6529360955474,"oc.goat.aridP"
0,0.281861409682676,0.80009618734399,0.26552564784725,0.274646982666571,0.223422374507496,1.78955844444995,11.2500811683375,4.26810810350673,10.3843755561323,15.3759293347218,"oc.goat.aridP"
0,0.276990256550902,0.848215424913506,0.274187930932466,0.248906332144572,0.183429693073193,1.52067899585867,9.58985674198018,3.50555525885755,12.6554857591516,15.1436422464172,"oc.goat.aridP"
0,0.299588973144162,0.844418293547805,0.29200594937593,0.384751744670328,0.0758076230008341,1.45702660513921,10.8489785178634,4.57485879894765,9.40395591837703,16.5046295292778,"oc.goat.aridP"
0,0.308519164693472,0.769768809362722,0.265077088895545,0.263374308754923,0.138555915543046,1.41531809519749,9.57708804300753,3.97215868475661,10.8942268523306,15.9574392988696,"oc.goat.aridP"
0,0.26735218418772,0.899251121085702,0.283382145850698,0.377955069931282,0.0724168813053332,1.16647465146435,11.892131032804,4.36102427933319,13.554150862837,15.2999934643859,"oc.goat.aridP"
0,0.339042637279828,0.808304050705087,0.328349934883288,0.388219623313693,0.0687007229531091,1.49822223903538,8.63019717556308,4.95691357951378,9.25609398570494,15.0644148138596,"oc.goat.aridP"
0,0.331140196086874,0.911496257615765,0.334797258924728,0.32056318527949,0.132831727047851,1.69760722408884,10.1148277163855,4.88565374659281,12.3060795296659,16.2796677272627,"oc.goat.aridP"
0,0.293284817291744,0.874590979946323,0.270916633626644,0.197820652183495,0.159036776840389,1.32749604441941,11.6831102982408,3.31808399011008,11.1322903859732,15.0129796738819,"oc.goat.aridP"
0,0.280438384964457,0.820286688281351,0.28565291305841,0.358876384238247,0.198806058131885,1.76849793273978,11.9440874900401,3.18362815727014,10.7076678421011,15.149999630627,"oc.goat.aridP"
0,0.339529836000019,0.860141596222942,0.275455200637173,0.392382837593439,0.210390204495546,1.78017293210171,10.4911739724921,3.86279304196453,12.778685576953,15.6319965271032,"oc.goat.aridP"
0,0.279363237378094,0.934325380421738,0.265435410979122,0.247738616499002,0.190348203137983,1.49380159251979,9.65952261071186,3.34697159567708,12.1342848324659,15.7679421275801,"oc.goat.aridP"
0,0.333787133001204,0.98625135165957,0.270591700713884,0.205642399959208,0.195662365433574,1.61775714373858,7.17626965123112,4.4511986660203,11.4793202431977,15.3564025561812,"oc.goat.aridP"
0,0.328170377321896,0.928667269165761,0.336406284378772,0.334705039634078,0.169782021896169,1.84213106674545,11.6522418154438,4.86436573740188,13.1367774287937,15.8684883023991,"oc.goat.aridP"
0,0.159108143281787,0.847831673825224,0.156436175346276,0.364680248914566,0.15603368290024,1.46391565312544,9.23744314668235,3.87349416541774,11.7061690948997,27.0788308075981,"oc.goat.semiaridP"
0,0.19246756372079,0.939117818456822,0.149744985032232,0.304016214845684,0.1117634535734,0.756930955776338,9.01498135086615,3.65405097254878,9.90233731954591,8.31220861846062,"oc.goat.semiaridP"
0,0.154973773726257,0.943446166108785,0.168606079527681,0.391843732985851,0.150929654226095,1.6369357287541,7.83603790963185,3.3081289854222,10.0771234303783,23.668170526129,"oc.goat.semiaridP"
0,0.172566952426686,0.80265502875783,0.188621207818398,0.367568257964594,0.136322519071878,1.32173809782148,10.9418474767008,3.35845986955054,11.2263121974492,21.6281836270368,"oc.goat.semiaridP"
0,0.155709042522866,0.96210007779617,0.175349805174435,0.299864534559643,0.106331971689304,1.1534099139441,7.56774472011835,4.13715644224407,12.1939596738375,20.1918799807005,"oc.goat.semiaridP"
0,0.195586202231508,0.93723881896421,0.191088343651031,0.398272221272297,0.103229145130636,1.25995105687669,10.103573861121,3.23326975418441,12.2735139445518,23.1277286761888,"oc.goat.semiaridP"
0,0.1685080304194,0.828381793404607,0.163996954427825,0.375058447414466,0.147350455401805,1.18115345018888,10.0807072240941,4.23238116615405,11.6275596800412,18.0423730959743,"oc.goat.semiaridP"
0,0.193166638036639,0.873906069437407,0.201148471679525,0.397868358313781,0.108581481900829,1.58174902898435,10.7666268621129,4.38147678845888,12.539165193137,29.3275735710072,"oc.goat.semiaridP"
0,0.179377361175492,0.857997543891711,0.175047827947388,0.394999597719377,0.110233852446259,1.12864919997434,7.13069851698703,4.07462339855358,10.719359898374,14.801863809442,"oc.goat.semiaridP"
0,0.145252018637483,0.974720117141484,0.167828459193601,0.284886648043685,0.106869656769871,1.23563124216547,11.1010668196378,4.71193871407025,13.4936388535541,28.5969640085436,"oc.goat.semiaridP"
0,0.192499856800053,0.976827906759242,0.140438016479093,0.270714824212547,0.154905288310268,1.29544029102919,8.58182949872804,3.77174343062378,9.35487093706266,25.1456133301201,"oc.goat.semiaridP"
0,0.195614808589648,0.919896741507998,0.198860835189215,0.376099066567086,0.155903216191566,1.71525629547393,10.3352662509016,3.7664456390813,9.7225308510242,22.9073899632537,"oc.goat.semiaridP"
0,0.204013855789421,0.982218772858696,0.150533213068753,0.354106455297275,0.125048654826516,0.91184707218289,7.2404449723463,3.05374878651137,11.6034967011877,9.89926955639205,"oc.goat.semiaridP"
0,0.184317027918513,0.915548319980535,0.159820113122354,0.291895783875565,0.113866038590697,0.837148999475789,11.8217379432998,4.25638616418047,9.18085150354309,11.975362768683,"oc.goat.semiaridP"
0,0.200801031115956,0.869022971410076,0.150010218508397,0.290080088500478,0.108059642530132,0.866525670757325,11.7262098711811,3.55379543083906,12.9587964833656,19.4392720987797,"oc.goat.semiaridP"
0,0.202918799927753,0.93879907366843,0.191738544524845,0.369522742319764,0.134574160451577,1.00967281930787,7.6116032617283,4.01429146728013,12.0098544892785,10.4598527804398,"oc.goat.semiaridP"
0,0.157289020844725,0.947269599339444,0.178814415763023,0.330009978561251,0.135251029978442,1.27010384612371,7.04821397443768,3.96039885979984,12.4008413037227,18.604072707627,"oc.goat.semiaridP"
0,0.148076228330869,0.807508584444327,0.143423529156661,0.366385205550632,0.153677238298402,1.19129779603814,11.9980020684667,3.82895406947983,11.8497981309495,23.3460055713067,"oc.goat.semiaridP"
0,0.139494552917507,0.931246074774127,0.202413441546646,0.354784893115917,0.112059249175656,1.65140971879871,7.09811616148683,4.28441269355034,9.5108092488267,25.7713941423269,"oc.goat.semiaridP"
0,0.196048222078408,0.880794103655781,0.185848017739085,0.343232891144509,0.10354812571412,0.962688167096496,7.4107886109571,3.36253132343525,11.7219383634045,13.2341487099061,"oc.goat.semiaridP"
0,0.18063608923647,0.920629778411253,0.201313870554363,0.336436845553358,0.122474682524679,1.41439771693108,11.8187870641449,3.68957303858921,10.2831983763108,24.4166475693147,"oc.goat.semiaridP"
0,0.212336109789869,0.889962836468961,0.205212632829807,0.461499969531235,0.0986212261357298,1.48426380504752,10.7486562216084,4.04436378429411,12.5272174282628,26.8738365804709,"oc.goat.semiaridM"
0,0.210237289056035,0.900335251325507,0.145205191755459,0.149634970038792,0.132570963277319,1.14069947510491,8.9335362105153,3.45778455779981,13.1254042957455,27.5419326999668,"oc.goat.semiaridM"
0,0.18216324585105,0.9774750561329,0.148425134310335,0.318380310648953,0.118885380976791,2.30993851945758,8.47658430128591,4.90440222687973,11.1223138255801,46.3427990032181,"oc.goat.semiaridM"
0,0.193361578363046,0.895600970212053,0.184281489160349,0.451925261321472,0.10693781855278,2.23926381006246,10.7386389348167,4.66782225737814,10.841793162931,41.7253125279291,"oc.goat.semiaridM"
0,0.176771360263753,0.77232437152538,0.189496706298878,0.43305673580562,0.0682221571471752,1.11134998824362,9.96720179791446,3.0703580653579,9.48797931228648,23.4013800463664,"oc.goat.semiaridM"
0,0.160011178002489,0.96219831695886,0.181096114378438,0.139664044816897,0.069748601785216,1.41951194143429,7.56774472011835,4.13715644224407,12.1939596738375,37.0390554386905,"oc.goat.semiaridM"
0,0.210421602735928,0.798439143989882,0.141199424556527,0.224507584023208,0.0772955819525197,1.73939038815848,9.43461884261225,4.30984097391693,10.5579697002703,52.7910766755319,"oc.goat.semiaridM"
0,0.19317066064167,0.944857035830641,0.180975757538185,0.263054101446661,0.157938403951784,2.46475619018657,11.1144156700803,4.17981002431549,11.8960917852074,38.9261827690578,"oc.goat.semiaridM"
0,0.185419814203102,0.858462341272374,0.18077193294352,0.482006128156849,0.0773194151942339,1.39787067974913,7.13069851698703,4.07462339855358,10.719359898374,24.4209530654219,"oc.goat.semiaridM"
0,0.191103294221543,0.896366146955181,0.204354184901831,0.465017870932468,0.122830310764101,1.59356042771105,11.9816460647585,4.72704339902615,11.3220689515793,25.9774884345172,"oc.goat.semiaridM"
0,0.200912173459522,0.816955911896898,0.197078113202546,0.311893142931064,0.133537316242377,2.10524617915631,11.2345515790291,3.20133291150443,9.89106466640602,37.4239453909864,"oc.goat.semiaridM"
0,0.190235123116339,0.910426825543382,0.156805244350006,0.253809553747956,0.151387756568056,1.5350749725333,10.9742183858133,3.70521382444911,12.1410836835648,31.7199194133426,"oc.goat.semiaridM"
0,0.196210058202593,0.958703371324164,0.168006579231889,0.101499608086148,0.0904713005487877,2.62501831326912,8.68673081484972,3.64400726738665,9.16705191359622,56.3420987153013,"oc.goat.semiaridM"
0,0.148331583972551,0.971652400526228,0.210791745817865,0.421063883758208,0.140989732730961,1.27899160612734,7.75877843749244,3.91714846104709,10.5138866514794,14.6773491372078,"oc.goat.semiaridM"
0,0.164015726509269,0.805882450732321,0.206807528122243,0.216269092508958,0.0936176011333172,3.18353400733484,11.0357123359235,4.80784106345475,9.4582665180508,58.0776968163646,"oc.goat.semiaridM"
0,0.162333828470553,0.815589322318193,0.164504081729177,0.197257993304264,0.147117891471449,2.62145282831235,10.9695226865937,3.26023093725927,9.38415150438203,47.9802532927492,"oc.goat.semiaridM"
0,0.196067954941229,0.976050645129823,0.167140161814806,0.356138993791508,0.163446901400147,2.69619622186165,8.72236755439895,4.69375807045354,13.3857833696087,42.1625752885165,"oc.goat.semiaridM"
0,0.212493618874129,0.872884989606176,0.162067144948937,0.15512394839279,0.151953607954751,2.76975843005884,10.9209973522916,3.35328683900321,13.1561785783677,49.9589079938584,"oc.goat.semiaridM"
0,0.191202831824705,0.800197017409508,0.16070115764792,0.327642155121511,0.114647677869983,1.10592123590868,9.83849967857473,3.55895369042736,11.1271989793552,22.7730696269752,"oc.goat.semiaridM"
0,0.171177106386213,0.942681197007286,0.20906689751076,0.505924661515373,0.185753780903326,1.75691708797596,7.83603790963185,3.3081289854222,10.0771234303783,16.182989745307,"oc.goat.subhumidM"
0,0.152163329326652,0.833984637761178,0.258202335777921,0.444031723036118,0.0794492108865909,1.47614113057251,8.06469334158115,4.5188534461977,9.23349601122318,16.9892090306721,"oc.goat.subhumidM"
0,0.284055767966985,0.936371851200711,0.271554366912425,0.526476343764465,0.0896408148154605,1.48862576545937,10.103573861121,3.23326975418441,12.2735139445518,16.1132553130566,"oc.goat.subhumidM"
0,0.208794378665685,0.825726095174166,0.19625624098322,0.452262612188672,0.178541962376771,1.43254732066708,10.0807072240941,4.23238116615405,11.6275596800412,15.4570803994806,"oc.goat.subhumidM"
0,0.277330802778307,0.871998422691073,0.299515605109269,0.525185206124361,0.100425373979283,1.7176419827235,10.7666268621129,4.38147678845888,12.539165193137,16.9132352994848,"oc.goat.subhumidM"
0,0.239004724443648,0.855828489448617,0.226971168853771,0.51601386543619,0.103754777317089,1.39518125308229,7.13069851698703,4.07462339855358,10.719359898374,15.0389501689603,"oc.goat.subhumidM"
0,0.213819726330935,0.972416809623462,0.290539192473801,0.421387733017953,0.125224420931386,1.56965771109955,11.7926360035886,3.89609155743057,9.62762701652362,14.9301259970832,"oc.goat.subhumidM"
0,0.124121348067989,0.961325228659116,0.25544619077125,0.434090604488577,0.196897263866813,1.8806715373085,8.51281535048969,4.4525674733487,10.6400465451262,15.3381196369668,"oc.goat.subhumidM"
0,0.165984224328828,0.899293206000194,0.205896676187057,0.479444868517843,0.188402063417833,1.65317217417472,7.01790046108421,3.4324327447149,13.0211060918786,16.2596534877067,"oc.goat.subhumidM"
0,0.128153977961893,0.930280634688256,0.303031477239942,0.387448673446341,0.107432815503188,1.76721789387298,7.09811616148683,4.28441269355034,9.5108092488267,16.4543734377196,"oc.goat.subhumidM"
0,0.303130436348256,0.980008361393026,0.270881429789745,0.252203638674876,0.115733993412378,1.1762601027861,10.9294772006653,4.91311884801276,13.0355797736265,14.9362053027412,"oc.goat.subhumidM"
0,0.242503248024894,0.919489892141016,0.299975316687863,0.328790521390281,0.128419136430324,1.59854190204366,11.8187870641449,3.68957303858921,10.2831983763108,16.2795674282987,"oc.goat.subhumidM"
0,0.256927381495323,0.943357067631616,0.253358452684387,0.273947073694458,0.271623827642,1.96198451580014,8.80855789911817,4.84973701809812,9.37684402602958,14.7093050974511,"oc.goat.humidM"
0,0.246556542277104,0.854882769423653,0.271242871821315,0.400786859605983,0.125274194111318,1.60066151886784,8.06469334158115,4.5188534461977,9.23349601122318,14.9784180613441,"oc.goat.humidM"
0,0.275696059906061,0.887804638589267,0.280860775792634,0.473863455751794,0.190999505135087,1.87546920856017,10.7666268621129,4.38147678845888,12.539165193137,14.8264705989696,"oc.goat.humidM"
0,0.257395274510393,0.735072897113103,0.250745811970137,0.360877806878714,0.28791343055017,1.76994434299982,7.94922764320858,3.29330888741789,10.6368739553355,10.8034037500409,"oc.goat.humidM"
0,0.258474248604101,0.958954756563529,0.280479544829678,0.431587558644945,0.18623419856251,1.56390029816604,9.08497192644281,3.27876384186698,10.1229363630817,10.3800534305858,"oc.goat.humidM"
0,0.272444179645987,0.963230166601832,0.279513988603286,0.351561901089004,0.262074461987195,1.84314444070429,7.10273213749635,4.93184832841996,11.7158859579021,12.1833323076831,"oc.goat.humidM"
0,0.240967063652504,0.93827999539976,0.281679285706653,0.349835298364004,0.212956155243323,1.93188243230675,7.09811616148683,4.28441269355034,9.5108092488267,13.9087468754392,"oc.goat.humidM"
0,0.24543159192019,0.940626200372761,0.27038874825244,0.439871414710395,0.313937320070849,2.39625719018372,7.0551914989308,3.24469281322649,13.9618216553167,14.6240181479696,"oc.goat.humidM"
0,0.203748364295188,0.945901980968628,0.23341074128465,0.291216555628274,0.150024587724474,1.31751331017302,11.2695576388913,3.43402007223014,11.6594069663167,18.2639708024315,"oc.shp.aridP"
0,0.245907153812986,0.842169556987828,0.234553034959342,0.209252485140827,0.131610156052338,1.23327359342465,9.36179380285786,3.80100230846461,11.2227787073504,18.0845658116897,"oc.shp.aridP"
0,0.229317555676296,0.903119551581733,0.230011315464796,0.436332431961328,0.0841230777982855,1.2117753429919,9.45435110193328,3.64330171251111,11.4279830936552,18.0979685003466,"oc.shp.aridP"
0,0.207844344467697,0.963901129112145,0.22430792492563,0.243660253031991,0.0572088495869539,0.973744145260903,7.56774472011835,4.13715644224407,12.1939596738375,18.5480129023364,"oc.shp.aridP"
0,0.202048340438106,0.894137234961299,0.198923538462691,0.277112458462823,0.127885619846056,1.26655545322592,7.48656231260858,3.40985916957259,12.0029606415424,18.6303421642932,"oc.shp.aridP"
0,0.217163747016928,0.986613756657448,0.231125757858521,0.406909286736302,0.0417239288917044,1.06135695794928,8.99207109268638,3.38616407389613,10.8971197170974,18.3606246867138,"oc.shp.aridP"
0,0.197587893072477,0.816030392856006,0.246761958872524,0.39255681003198,0.0333271943907603,1.13593876492176,9.20273186913692,4.4764454252962,10.4886031507445,18.1899242288929,"oc.shp.aridP"
0,0.205814671358834,0.781236774225048,0.19339949236391,0.313615917141229,0.154841405810264,1.31791288246349,11.2500811683375,4.26810810350673,10.3843755561323,18.208849630401,"oc.shp.aridP"
0,0.237607586375589,0.889350474962893,0.234065507333273,0.188261239002336,0.0814114153397386,0.975531181143171,11.6002960301726,4.68056588539435,13.6192017180088,18.9869693824702,"oc.shp.aridP"
0,0.246110130706881,0.871211494004438,0.235825266131909,0.215021874348517,0.0801454728721292,1.16800634693077,10.7582976900251,3.71582870463235,9.24542409099871,18.70794038054,"oc.shp.aridP"
